static_wen, 0, 1, 0, 0 
static_ren, 1, 1, 0, 0 
static_addr, 3, 18, 0, 0 
static_wdata, 0, 256, 0, 0 
static_rdata, 0, 256, 0, 0 
static_ready, 0, 1, 0, 0 
static_wen, 0, 1, 0, 0 
static_ren, 1, 1, 0, 0 
static_addr, 7, 18, 0, 0 
static_wdata, 0, 256, 0, 0 
static_rdata, 0, 256, 0, 0 
static_ready, 0, 1, 0, 0 
static_wen, 0, 1, 0, 0 
static_ren, 1, 1, 0, 0 
static_addr, 11, 18, 0, 0 
static_wdata, 0, 256, 0, 0 
static_rdata, 0, 256, 0, 0 
static_ready, 0, 1, 0, 0 
static_wen, 0, 1, 0, 0 
static_ren, 1, 1, 0, 0 
static_addr, 22447, 18, 0, 0 
static_wdata, 0, 256, 0, 0 
static_rdata, 0, 256, 0, 0 
static_ready, 0, 1, 0, 0 
